"","year","fips","noncit_pop","moe"
"19550",2009,"08077",3608,553
"19551",2010,"08077",4014,575
"19552",2011,"08077",3698,508
"19553",2012,"08077",4058,506
"19554",2013,"08077",3899,555
"19555",2014,"08077",3000,486
"19556",2015,"08077",2926,574
"19557",2016,"08077",3007,490
"19558",2017,"08077",2802,447
"19559",2018,"08077",2982,505
"19560",2009,"21169",154,80
"19561",2010,"21169",130,82
"19562",2011,"21169",124,62
"19563",2012,"21169",54,53
"19564",2013,"21169",23,25
"19565",2014,"21169",22,25
"19566",2015,"21169",11,17
"19567",2016,"21169",7,14
"19568",2017,"21169",25,34
"19569",2018,"21169",49,60
"19570",2009,"18103",161,97
"19571",2010,"18103",251,173
"19572",2011,"18103",202,128
"19573",2012,"18103",190,146
"19574",2013,"18103",202,143
"19575",2014,"18103",195,96
"19576",2015,"18103",191,76
"19577",2016,"18103",220,95
"19578",2017,"18103",255,98
"19579",2018,"18103",256,102
"19580",2009,"20121",164,78
"19581",2010,"20121",179,102
"19582",2011,"20121",159,86
"19583",2012,"20121",147,79
"19584",2013,"20121",135,76
"19585",2014,"20121",82,57
"19586",2015,"20121",139,85
"19587",2016,"20121",139,88
"19588",2017,"20121",135,78
"19589",2018,"20121",182,91
"19590",2009,"39109",670,185
"19591",2010,"39109",817,234
"19592",2011,"39109",974,250
"19593",2012,"39109",994,252
"19594",2013,"39109",960,256
"19595",2014,"39109",958,227
"19596",2015,"39109",796,291
"19597",2016,"39109",904,232
"19598",2017,"39109",882,257
"19599",2018,"39109",1015,243
"19600",2009,"12086",626851,8862
"19601",2010,"12086",640876,7607
"19602",2011,"12086",636476,8166
"19603",2012,"12086",633650,8840
"19604",2013,"12086",628419,8195
"19605",2014,"12086",631442,7734
"19606",2015,"12086",623639,8369
"19607",2016,"12086",621837,7652
"19608",2017,"12086",628511,7806
"19609",2018,"12086",623211,7492
"19610",2009,"09007",5910,725
"19611",2010,"09007",6284,785
"19612",2011,"09007",6135,669
"19613",2012,"09007",5972,659
"19614",2013,"09007",5488,688
"19615",2014,"09007",5576,604
"19616",2015,"09007",5532,547
"19617",2016,"09007",5509,598
"19618",2017,"09007",5409,683
"19619",2018,"09007",5295,666
"19620",2009,"25017",143062,4049
"19621",2010,"25017",146778,3646
"19622",2011,"25017",149983,3990
"19623",2012,"25017",152203,3570
"19624",2013,"25017",155277,3111
"19625",2014,"25017",157024,3313
"19626",2015,"25017",158485,3745
"19627",2016,"25017",159650,3226
"19628",2017,"25017",164154,3272
"19629",2018,"25017",170398,3713
"19630",2009,"34023",111925,2699
"19631",2010,"34023",119607,2438
"19632",2011,"34023",119445,2481
"19633",2012,"34023",122746,2948
"19634",2013,"34023",124151,2810
"19635",2014,"34023",125884,2772
"19636",2015,"34023",126725,2907
"19637",2016,"34023",127039,2920
"19638",2017,"34023",126637,2730
"19639",2018,"34023",121581,2898
"19640",2009,"51119",51,49
"19641",2010,"51119",83,71
"19642",2011,"51119",67,57
"19643",2012,"51119",90,65
"19644",2013,"51119",63,50
"19645",2014,"51119",59,47
"19646",2015,"51119",42,26
"19647",2016,"51119",40,29
"19648",2017,"51119",48,36
"19649",2018,"51119",39,30
"19650",2009,"26111",1784,372
"19651",2010,"26111",1725,343
"19652",2011,"26111",1857,375
"19653",2012,"26111",1949,314
"19654",2013,"26111",2042,398
"19655",2014,"26111",2061,352
"19656",2015,"26111",2215,376
"19657",2016,"26111",1880,371
"19658",2017,"26111",1982,380
"19659",2018,"26111",2118,434
"19660",2009,"48329",6845,803
"19661",2010,"48329",6778,681
"19662",2011,"48329",7152,698
"19663",2012,"48329",7111,707
"19664",2013,"48329",7645,858
"19665",2014,"48329",9492,930
"19666",2015,"48329",10882,1145
"19667",2016,"48329",11576,1097
"19668",2017,"48329",13353,1353
"19669",2018,"48329",14300,1337
"19670",2009,"42087",120,70
"19671",2010,"42087",114,66
"19672",2011,"42087",108,46
"19673",2012,"42087",142,55
"19674",2013,"42087",206,70
"19675",2014,"42087",185,60
"19676",2015,"42087",181,71
"19677",2016,"42087",205,68
"19678",2017,"42087",217,82
"19679",2018,"42087",130,71
"19680",2009,"48331",1166,312
"19681",2010,"48331",943,253
"19682",2011,"48331",972,221
"19683",2012,"48331",911,233
"19684",2013,"48331",893,227
"19685",2014,"48331",860,202
"19686",2015,"48331",941,253
"19687",2016,"48331",856,275
"19688",2017,"48331",675,224
"19689",2018,"48331",758,232
"19690",2009,"49027",741,106
"19691",2010,"49027",723,120
"19692",2011,"49027",732,108
"19693",2012,"49027",758,119
"19694",2013,"49027",818,99
"19695",2014,"49027",773,133
"19696",2015,"49027",778,118
"19697",2016,"49027",726,105
"19698",2017,"49027",815,116
"19699",2018,"49027",756,114
"19700",2009,"27095",150,58
"19701",2010,"27095",143,63
"19702",2011,"27095",118,52
"19703",2012,"27095",138,60
"19704",2013,"27095",91,57
"19705",2014,"27095",68,38
"19706",2015,"27095",114,63
"19707",2016,"27095",122,54
"19708",2017,"27095",128,53
"19709",2018,"27095",136,54
"19710",2009,"05091",462,119
"19711",2010,"05091",455,107
"19712",2011,"05091",410,121
"19713",2012,"05091",385,138
"19714",2013,"05091",180,91
"19715",2014,"05091",137,84
"19716",2015,"05091",176,92
"19717",2016,"05091",260,99
"19718",2017,"05091",372,130
"19719",2018,"05091",452,112
"19720",2009,"13201",10,17
"19721",2010,"13201",51,56
"19722",2011,"13201",74,85
"19723",2012,"13201",46,57
"19724",2013,"13201",32,44
"19725",2014,"13201",36,54
"19726",2015,"13201",9,12
"19727",2016,"13201",6,9
"19728",2017,"13201",8,13
"19729",2018,"13201",9,15
"19730",2009,"29131",220,114
"19731",2010,"29131",266,122
"19732",2011,"29131",263,139
"19733",2012,"29131",262,151
"19734",2013,"29131",131,84
"19735",2014,"29131",63,62
"19736",2015,"29131",71,49
"19737",2016,"29131",65,48
"19738",2017,"29131",46,38
"19739",2018,"29131",54,46
"19740",2009,"19129",82,53
"19741",2010,"19129",79,61
"19742",2011,"19129",94,59
"19743",2012,"19129",61,45
"19744",2013,"19129",60,52
"19745",2014,"19129",24,26
"19746",2015,"19129",30,33
"19747",2016,"19129",23,30
"19748",2017,"19129",69,51
"19749",2018,"19129",83,59
"19750",2009,"48333",308,150
"19751",2010,"48333",278,106
"19752",2011,"48333",288,120
"19753",2012,"48333",290,117
"19754",2013,"48333",249,105
"19755",2014,"48333",219,98
"19756",2015,"48333",214,121
"19757",2016,"48333",251,112
"19758",2017,"48333",225,80
"19759",2018,"48333",183,79
"19760",2009,"55079",49345,1879
"19761",2010,"55079",49987,1697
"19762",2011,"55079",51196,2017
"19763",2012,"55079",51376,1866
"19764",2013,"55079",50246,1775
"19765",2014,"55079",49839,1934
"19766",2015,"55079",50648,1948
"19767",2016,"55079",50827,1805
"19768",2017,"55079",49809,1999
"19769",2018,"55079",51191,1873
"19770",2009,"46097",12,10
"19771",2010,"46097",13,11
"19772",2011,"46097",11,12
"19773",2012,"46097",7,9
"19774",2013,"46097",9,11
"19775",2014,"46097",12,12
"19776",2015,"46097",26,23
"19777",2016,"46097",31,31
"19778",2017,"46097",28,27
"19779",2018,"46097",26,27
"19780",2009,"08079",5,7
"19781",2010,"08079",16,26
"19782",2011,"08079",6,13
"19783",2012,"08079",7,15
"19784",2013,"08079",1,4
"19785",2014,"08079",1,3
"19786",2015,"08079",0,11
"19787",2016,"08079",0,11
"19788",2017,"08079",0,12
"19789",2018,"08079",0,12
"19790",2009,"30061",0,104
"19791",2010,"30061",0,104
"19792",2011,"30061",4,6
"19793",2012,"30061",9,9
"19794",2013,"30061",12,12
"19795",2014,"30061",13,13
"19796",2015,"30061",11,8
"19797",2016,"30061",9,8
"19798",2017,"30061",0,10
"19799",2018,"30061",3,4
"19800",2009,"32021",91,80
"19801",2010,"32021",122,97
"19802",2011,"32021",105,97
"19803",2012,"32021",68,68
"19804",2013,"32021",124,94
"19805",2014,"32021",138,70
"19806",2015,"32021",133,66
"19807",2016,"32021",129,76
"19808",2017,"32021",159,83
"19809",2018,"32021",132,98
"19810",2009,"54057",60,39
"19811",2010,"54057",68,55
"19812",2011,"54057",42,27
"19813",2012,"54057",60,42
"19814",2013,"54057",48,43
"19815",2014,"54057",71,63
"19816",2015,"54057",50,44
"19817",2016,"54057",98,77
"19818",2017,"54057",74,59
"19819",2018,"54057",81,66
"19820",2009,"54059",58,61
"19821",2010,"54059",48,37
"19822",2011,"54059",48,45
"19823",2012,"54059",78,53
"19824",2013,"54059",114,64
"19825",2014,"54059",172,66
"19826",2015,"54059",149,94
"19827",2016,"54059",95,154
"19828",2017,"54059",19,33
"19829",2018,"54059",0,21
"19830",2009,"16067",1392,299
"19831",2010,"16067",1521,325
"19832",2011,"16067",1540,336
"19833",2012,"16067",1736,296
"19834",2013,"16067",1852,305
"19835",2014,"16067",2060,322
"19836",2015,"16067",2000,301
"19837",2016,"16067",2302,347
"19838",2017,"16067",2195,356
"19839",2018,"16067",2069,335
"19840",2009,"46099",5550,788
"19841",2010,"46099",5743,836
"19842",2011,"46099",5727,652
"19843",2012,"46099",6289,646
"19844",2013,"46099",6514,738
"19845",2014,"46099",6871,743
"19846",2015,"46099",6880,565
"19847",2016,"46099",7368,866
"19848",2017,"46099",7482,847
"19849",2018,"46099",8376,896
"19850",2009,"26113",74,32
"19851",2010,"26113",105,42
"19852",2011,"26113",117,41
"19853",2012,"26113",151,40
"19854",2013,"26113",141,36
"19855",2014,"26113",155,35
"19856",2015,"26113",154,41
"19857",2016,"26113",147,38
"19858",2017,"26113",117,33
"19859",2018,"26113",135,39
"19860",2009,"05093",589,208
"19861",2010,"05093",695,222
"19862",2011,"05093",666,216
"19863",2012,"05093",764,218
"19864",2013,"05093",591,211
"19865",2014,"05093",521,160
"19866",2015,"05093",594,187
"19867",2016,"05093",582,180
"19868",2017,"05093",603,194
"19869",2018,"05093",461,145
"19870",2009,"29133",185,185
"19871",2010,"29133",355,387
"19872",2011,"29133",180,210
"19873",2012,"29133",98,76
"19874",2013,"29133",119,95
"19875",2014,"29133",43,31
"19876",2015,"29133",61,35
"19877",2016,"29133",37,29
"19878",2017,"29133",42,30
"19879",2018,"29133",37,29
"19880",2009,"30063",1145,247
"19881",2010,"30063",1300,284
"19882",2011,"30063",1338,327
"19883",2012,"30063",1352,269
"19884",2013,"30063",1559,337
"19885",2014,"30063",1535,338
"19886",2015,"30063",1420,276
"19887",2016,"30063",1468,276
"19888",2017,"30063",1501,287
"19889",2018,"30063",1741,348
"19890",2009,"13205",231,136
"19891",2010,"13205",412,127
"19892",2011,"13205",380,119
"19893",2012,"13205",408,113
"19894",2013,"13205",443,98
"19895",2014,"13205",473,105
"19896",2015,"13205",403,126
"19897",2016,"13205",507,132
"19898",2017,"13205",533,112
"19899",2018,"13205",618,99
"19900",2009,"19131",36,41
"19901",2010,"19131",24,27
"19902",2011,"19131",37,32
"19903",2012,"19131",48,36
"19904",2013,"19131",55,47
"19905",2014,"19131",53,50
"19906",2015,"19131",29,24
"19907",2016,"19131",41,31
"19908",2017,"19131",32,32
"19909",2018,"19131",27,21
"19910",2009,"20123",33,21
"19911",2010,"20123",24,15
"19912",2011,"20123",75,59
"19913",2012,"20123",31,29
"19914",2013,"20123",32,34
"19915",2014,"20123",58,46
"19916",2015,"20123",67,43
"19917",2016,"20123",66,41
"19918",2017,"20123",51,36
"19919",2018,"20123",30,24
"19920",2009,"37121",253,163
"19921",2010,"37121",203,153
"19922",2011,"37121",159,104
"19923",2012,"37121",228,136
"19924",2013,"37121",268,99
"19925",2014,"37121",245,112
"19926",2015,"37121",235,98
"19927",2016,"37121",318,109
"19928",2017,"37121",321,101
"19929",2018,"37121",365,107
"19930",2009,"48335",298,77
"19931",2010,"48335",334,97
"19932",2011,"48335",356,182
"19933",2012,"48335",391,141
"19934",2013,"48335",454,184
"19935",2014,"48335",460,168
"19936",2015,"48335",556,142
"19937",2016,"48335",526,162
"19938",2017,"48335",443,165
"19939",2018,"48335",379,214
"19940",2009,"01097",7405,850
"19941",2010,"01097",8524,904
"19942",2011,"01097",8391,803
"19943",2012,"01097",8514,829
"19944",2013,"01097",8172,856
"19945",2014,"01097",7679,694
"19946",2015,"01097",6834,779
"19947",2016,"01097",6710,770
"19948",2017,"01097",6231,810
"19949",2018,"01097",6412,890
"19950",2009,"72099",NA,NA
"19951",2010,"72099",NA,NA
"19952",2011,"72099",NA,NA
"19953",2012,"72099",NA,NA
"19954",2013,"72099",NA,NA
"19955",2014,"72099",NA,NA
"19956",2015,"72099",NA,NA
"19957",2016,"72099",NA,NA
"19958",2017,"72099",NA,NA
"19959",2018,"72099",NA,NA
"19960",2009,"06049",430,140
"19961",2010,"06049",397,114
"19962",2011,"06049",428,140
"19963",2012,"06049",360,134
"19964",2013,"06049",439,156
"19965",2014,"06049",467,158
"19966",2015,"06049",455,150
"19967",2016,"06049",452,165
"19968",2017,"06049",513,159
"19969",2018,"06049",504,169
"19970",2009,"08081",609,309
"19971",2010,"08081",638,202
"19972",2011,"08081",654,158
"19973",2012,"08081",665,167
"19974",2013,"08081",538,139
"19975",2014,"08081",412,118
"19976",2015,"08081",468,125
"19977",2016,"08081",416,152
"19978",2017,"08081",394,220
"19979",2018,"08081",408,181
"19980",2009,"04015",6468,790
"19981",2010,"04015",7029,830
"19982",2011,"04015",7275,967
"19983",2012,"04015",7774,804
"19984",2013,"04015",7725,772
"19985",2014,"04015",8424,852
"19986",2015,"04015",8190,889
"19987",2016,"04015",7894,777
"19988",2017,"04015",7182,949
"19989",2018,"04015",7172,849
"19990",2009,"29135",184,73
"19991",2010,"29135",219,78
"19992",2011,"29135",163,42
"19993",2012,"29135",224,75
"19994",2013,"29135",270,119
"19995",2014,"29135",326,119
"19996",2015,"29135",317,110
"19997",2016,"29135",338,155
"19998",2017,"29135",236,132
"19999",2018,"29135",88,83
"20000",2009,"34025",38573,1763
"20001",2010,"34025",37915,1508
"20002",2011,"34025",38268,1584
"20003",2012,"34025",37877,1973
"20004",2013,"34025",36457,1663
"20005",2014,"34025",34814,1596
"20006",2015,"34025",35245,1546
"20007",2016,"34025",35250,1522
"20008",2017,"34025",34526,1589
"20009",2018,"34025",32230,1604
"20010",2009,"06051",1497,369
"20011",2010,"06051",1849,379
"20012",2011,"06051",1825,352
"20013",2012,"06051",1673,334
"20014",2013,"06051",1935,313
"20015",2014,"06051",2168,327
"20016",2015,"06051",2024,441
"20017",2016,"06051",1955,292
"20018",2017,"06051",2055,513
"20019",2018,"06051",1815,515
"20020",2009,"19133",79,42
"20021",2010,"19133",85,43
"20022",2011,"19133",52,33
"20023",2012,"19133",72,37
"20024",2013,"19133",60,33
"20025",2014,"19133",73,32
"20026",2015,"19133",77,43
"20027",2016,"19133",76,42
"20028",2017,"19133",35,37
"20029",2018,"19133",41,36
"20030",2009,"54061",2510,403
"20031",2010,"54061",2988,460
"20032",2011,"54061",2739,355
"20033",2012,"54061",2976,496
"20034",2013,"54061",2815,436
"20035",2014,"54061",3159,503
"20036",2015,"54061",3428,571
"20037",2016,"54061",3768,707
"20038",2017,"54061",3865,604
"20039",2018,"54061",4270,736
"20040",2009,"01099",60,83
"20041",2010,"01099",223,96
"20042",2011,"01099",225,94
"20043",2012,"01099",203,83
"20044",2013,"01099",178,139
"20045",2014,"01099",130,104
"20046",2015,"01099",0,21
"20047",2016,"01099",7,10
"20048",2017,"01099",10,10
"20049",2018,"01099",39,40
"20050",2009,"05095",61,60
"20051",2010,"05095",53,46
"20052",2011,"05095",43,31
"20053",2012,"05095",64,29
"20054",2013,"05095",40,28
"20055",2014,"05095",36,27
"20056",2015,"05095",50,34
"20057",2016,"05095",38,27
"20058",2017,"05095",6,12
"20059",2018,"05095",8,13
"20060",2009,"12087",6801,1027
"20061",2010,"12087",6687,869
"20062",2011,"12087",7078,917
"20063",2012,"12087",7234,815
"20064",2013,"12087",6896,759
"20065",2014,"12087",6847,820
"20066",2015,"12087",6800,790
"20067",2016,"12087",6793,803
"20068",2017,"12087",7102,788
"20069",2018,"12087",7169,878
"20070",2009,"13207",158,112
"20071",2010,"13207",160,79
"20072",2011,"13207",264,119
"20073",2012,"13207",155,82
"20074",2013,"13207",190,71
"20075",2014,"13207",153,80
"20076",2015,"13207",211,80
"20077",2016,"13207",290,96
"20078",2017,"13207",375,112
"20079",2018,"13207",381,137
"20080",2009,"17133",217,66
"20081",2010,"17133",148,72
"20082",2011,"17133",106,71
"20083",2012,"17133",96,74
"20084",2013,"17133",52,41
"20085",2014,"17133",34,37
"20086",2015,"17133",100,70
"20087",2016,"17133",106,76
"20088",2017,"17133",185,104
"20089",2018,"17133",186,120
"20090",2009,"18105",5736,573
"20091",2010,"18105",7303,654
"20092",2011,"18105",7765,612
"20093",2012,"18105",8202,630
"20094",2013,"18105",8278,657
"20095",2014,"18105",8648,677
"20096",2015,"18105",8781,711
"20097",2016,"18105",8523,696
"20098",2017,"18105",8648,813
"20099",2018,"18105",8784,752
"20100",2009,"19135",43,65
"20101",2010,"19135",94,93
"20102",2011,"19135",135,105
"20103",2012,"19135",186,130
"20104",2013,"19135",258,120
"20105",2014,"19135",150,110
"20106",2015,"19135",108,99
"20107",2016,"19135",68,68
"20108",2017,"19135",101,89
"20109",2018,"19135",7,8
"20110",2009,"21171",257,137
"20111",2010,"21171",214,105
"20112",2011,"21171",205,143
"20113",2012,"21171",183,151
"20114",2013,"21171",178,122
"20115",2014,"21171",165,46
"20116",2015,"21171",192,45
"20117",2016,"21171",180,38
"20118",2017,"21171",192,37
"20119",2018,"21171",196,26
"20120",2009,"26115",1401,275
"20121",2010,"26115",1418,299
"20122",2011,"26115",1507,296
"20123",2012,"26115",1665,420
"20124",2013,"26115",1543,426
"20125",2014,"26115",1574,372
"20126",2015,"26115",1405,291
"20127",2016,"26115",1391,344
"20128",2017,"26115",1343,381
"20129",2018,"26115",1345,405
"20130",2009,"28095",172,141
"20131",2010,"28095",176,92
"20132",2011,"28095",167,98
"20133",2012,"28095",37,33
"20134",2013,"28095",40,41
"20135",2014,"28095",64,46
"20136",2015,"28095",85,58
"20137",2016,"28095",86,50
"20138",2017,"28095",134,75
"20139",2018,"28095",133,63
"20140",2009,"29137",38,30
"20141",2010,"29137",33,28
"20142",2011,"29137",26,26
"20143",2012,"29137",12,16
"20144",2013,"29137",3,6
"20145",2014,"29137",15,13
"20146",2015,"29137",20,14
"20147",2016,"29137",25,18
"20148",2017,"29137",29,18
"20149",2018,"29137",29,19
"20150",2009,"36055",23904,1319
"20151",2010,"36055",25632,1319
"20152",2011,"36055",25819,1666
"20153",2012,"36055",26349,1661
"20154",2013,"36055",25515,1445
"20155",2014,"36055",26253,1457
"20156",2015,"36055",27598,1522
"20157",2016,"36055",27973,1654
"20158",2017,"36055",28005,1590
"20159",2018,"36055",28265,1648
"20160",2009,"39111",9,14
"20161",2010,"39111",7,12
"20162",2011,"39111",9,14
"20163",2012,"39111",20,21
"20164",2013,"39111",18,17
"20165",2014,"39111",14,14
"20166",2015,"39111",12,11
"20167",2016,"39111",15,17
"20168",2017,"39111",10,10
"20169",2018,"39111",14,13
"20170",2009,"42089",5489,722
"20171",2010,"42089",5759,796
"20172",2011,"42089",6089,849
"20173",2012,"42089",5859,962
"20174",2013,"42089",5589,836
"20175",2014,"42089",5889,906
"20176",2015,"42089",5820,835
"20177",2016,"42089",5614,796
"20178",2017,"42089",5624,739
"20179",2018,"42089",5245,711
"20180",2009,"47123",557,179
"20181",2010,"47123",692,215
"20182",2011,"47123",767,241
"20183",2012,"47123",741,277
"20184",2013,"47123",798,268
"20185",2014,"47123",908,265
"20186",2015,"47123",955,266
"20187",2016,"47123",818,472
"20188",2017,"47123",568,380
"20189",2018,"47123",621,386
"20190",2009,"54063",0,119
"20191",2010,"54063",5,8
"20192",2011,"54063",34,35
"20193",2012,"54063",39,37
"20194",2013,"54063",32,30
"20195",2014,"54063",36,32
"20196",2015,"54063",67,62
"20197",2016,"54063",42,60
"20198",2017,"54063",33,44
"20199",2018,"54063",100,74
"20200",2009,"55081",694,138
"20201",2010,"55081",801,140
"20202",2011,"55081",783,219
"20203",2012,"55081",797,209
"20204",2013,"55081",663,183
"20205",2014,"55081",679,179
"20206",2015,"55081",612,137
"20207",2016,"55081",567,112
"20208",2017,"55081",528,106
"20209",2018,"55081",562,115
"20210",2009,"48337",471,158
"20211",2010,"48337",466,165
"20212",2011,"48337",564,165
"20213",2012,"48337",433,155
"20214",2013,"48337",621,179
"20215",2014,"48337",589,185
"20216",2015,"48337",781,220
"20217",2016,"48337",762,211
